ticker,value_score,company_name,mcap_billions
AVO,29.5,"Mission Produce, Inc.",1.012394624
AVOS,0.0,Avos Global Equities ETF,0.0
AVPT,12.5,"AvePoint, Inc.",2.168225536
AVR,12.5,Anteris Technologies Global Corp.,0.590198592
AVS,0.0,Direxion Daily AVGO Bear 1X Shares,0.0
AVT,29.5,"Avnet, Inc.",6.045580288
AVTX,12.5,"Avalo Therapeutics, Inc.",0.328837376
AVUQ,0.0,Avantis U.S. Quality ETF,0.0
AVX,25.0,Avax One Technology Ltd.,0.057545424
AVXC,0.0,Avantis Emerging Markets Ex-China Equity ETF,0.0
AVXL,0.0,Anavex Life Sciences Corp.,0.337325216
AVXX,0.0,Defiance Daily Target 2X Long AVAV ETF,0.0
AWRE,25.0,"Aware, Inc.",0.029810418
AXG,12.5,Solowin Holdings,0.663227904
AXGN,0.0,"Axogen, Inc.",1.998060672
AXIN,12.5,Axiom Intelligence Acquisition Corp 1,0.34577392
AXINR,12.5,Axiom Intelligence Acquisition Corp 1,0.0
AXINU,12.5,Axiom Intelligence Acquisition Corp 1,0.0
AXON,0.0,"Axon Enterprise, Inc.",32.458510336
AXPG,0.0,Leverage Shares 2X Long AXP Daily ETF,0.0
AXSM,0.0,"Axsome Therapeutics, Inc.",9.667460096
AXTI,12.5,"AXT, Inc.",4.588569088
AYTU,17.0,"Aytu BioPharma, Inc.",0.02790634
AZ,12.5,A2Z Cust2Mate Solutions Corp.,0.369723584
AZI,29.5,Autozi Internet Technology (Global) Ltd.,0.008106748
AZTA,41.5,"Azenta, Inc.",1.153380736
AZYY,0.0,Graniteshares YieldBOOST AMZN ETF,0.0
BABU,0.0,Direxion Daily BABA Bull 2X ETF,0.0
BABX,0.0,GraniteShares 2x Long BABA Daily ETF,0.0
BACC,12.5,Blue Acquisition Corp.,0.286612192
BACCR,12.5,Blue Acquisition Corp.,0.0
BACCU,12.5,Blue Acquisition Corp.,0.0
BAER,29.5,"Bridger Aerospace Group Holdings, Inc.",0.123590536
BAERW,12.5,BAERW,0.0
BAFE,0.0,Brown Advisory Flexible Equity ETF,0.0
BAFN,29.5,BayFirst Financial Corp.,0.032140232
BAIG,0.0,Leverage Shares 2X Long BBAI Daily ETF,0.0
BAIV,0.0,Brown Advisory International Value Select ETF,0.0
BALQ,0.0,iShares Nasdaq Premium Income Active ETF,0.0
BAND,17.0,Bandwidth Inc.,0.736657856
BANF,12.5,BancFirst Corporation,3.918988032
BANFP,0.0,BFC Capital Trust II PFD TR 7.20%,0.0
BANL,42.0,CBL International Limited,0.01202229
BANR,25.0,Banner Corporation,2.202039552
BANX,25.0,ArrowMark Financial Corp.,0.15370792
BAOS,12.5,Baosheng Media Group Holdings Limited,0.00412777
BASG,0.0,Brown Advisory Sustainable Growth ETF,0.0
BASV,0.0,Brown Advisory Sustainable Value ETF,0.0
BATRA,0.0,"Atlanta Braves Holdings, Inc.",3.387946496
BATRK,0.0,"Atlanta Braves Holdings, Inc.",3.11675904
BAYA,12.5,Bayview Acquisition Corp,0.032722588
BAYAR,12.5,Bayview Acquisition Corp,0.0
BAYAU,12.5,Bayview Acquisition Corp,0.0
BBB,0.0,CYBER HORNET S&P 500 and Bitcoin 75/25 Strategy ETF,0.0
BBCP,29.5,"Concrete Pumping Holdings, Inc.",0.38324
BBCQ,12.5,Bleichroeder Acquisition Corp. II,0.39291664
BBCQU,12.5,Bleichroeder Acquisition Corp. II,0.0
BBCQW,12.5,Bleichroeder Acquisition Corp. II,0.0
BBGI,46.0,"Beasley Broadcast Group, Inc.",0.038853664
BBH,0.0,VanEck Biotech ETF,0.0
BBIO,12.5,"BridgeBio Pharma, Inc.",14.878974976
BBLG,12.5,Bone Biologics Corporation,0.002495411
BBLGW,0.0,Bone Biologics Corporation,0.0
BBNX,12.5,"Beta Bionics, Inc.",0.578410816
BBOT,12.5,"BridgeBio Oncology Therapeutics, Inc.",0.748306944
BBSI,42.0,"Barrett Business Services, Inc.",0.765151296
BBYY,0.0,GraniteShares YieldBOOST BABA ETF,0.0
BCAB,12.5,"BioAtla, Inc.",0.007605295
BCAL,12.5,California BanCorp,0.607745088
BCAR,0.0,D. Boral ARC Acquisition I Corp.,0.425184
BCARU,0.0,D. Boral ARC Acquisition I Corp.,0.0
BCARW,0.0,D. Boral ARC Acquisition I Corp.,0.0
BCAX,12.5,Bicara Therapeutics Inc.,1.571867136
BCBP,12.5,"BCB Bancorp, Inc.",0.162653184
BCDA,0.0,"BioCardia, Inc.",0.012909638
BCFN,0.0,Baron Financials ETF,0.0
BCG,17.0,"Binah Capital Group, Inc.",0.03276336
BCGWW,0.0,"Binah Capital Group, Inc.",0.0
BCIC,29.0,BCP Investment Corp.,0.106219768
BCLO,0.0,iShares BBB-B CLO Active ETF,0.0
BCML,41.5,BayCom Corp,0.31811568
BCPC,41.5,Balchem Corporation,5.753742848
BCRX,12.5,"BioCryst Pharmaceuticals, Inc.",2.382605824
BCTK,0.0,Baron Technology ETF,0.0
BCTX,12.5,BriaCell Therapeutics Corp.,0.032119656
BCTXL,12.5,BriaCell Therapeutics Corp.,0.0
BCTXZ,12.5,BriaCell Therapeutics Corp.,0.0
BCYC,12.5,BCYC,0.0
BDCI,12.5,BTC Development Corp.,0.347466688
BDCIU,12.5,BTC Development Corp.,0.0
BDCIW,12.5,BTC Development Corp.,0.0
BDGS,0.0,Bridges Capital Tactical ETF,0.0
BDMD,12.5,Baird Medical Investment Holdings Limited,0.064637584
BDMDW,12.5,Baird Medical Investment Holdings Limited,0.0
BDRX,25.0,Biodexa Pharmaceuticals Plc,0.002256132
BDSX,12.5,"Biodesix, Inc.",0.132808864
BDTX,25.0,"Black Diamond Therapeutics, Inc.",0.175303584
BDVL,0.0,iShares Disciplined Volatility Equity Active ETF,0.0
BDYN,0.0,iShares Dynamic Equity Active ETF,0.0
BEAG,12.5,Bold Eagle Acquisition Corp.,0.329778528
BEAGR,12.5,Bold Eagle Acquisition Corp.,0.0
BEAGU,12.5,Bold Eagle Acquisition Corp.,0.0
BEAM,12.5,Beam Therapeutics Inc.,3.197267456
BEAT,0.0,"HeartBeam, Inc.",0.049341292
BEATW,0.0,"HeartBeam, Inc.",0.0
BEDY,0.0,Bny Mellon Enhanced Dividend Income ETF,0.0
BEEM,42.0,Beam Global,0.032128216
BEEP,12.5,Mobile Infrastructure Corporation,0.087561
BEEX,0.0,The BeeHive ETF,0.0
BEEZ,0.0,Honeytree U.S. Equity ETF,0.0
BEG,0.0,Leverage Shares 2X Long BE Daily ETF,0.0
BELFA,25.0,Bel Fuse Inc.,3.213444352
BELFB,25.0,Bel Fuse Inc.,3.243971584
BELT,0.0,iShares U.S. Select Equity Active ETF,0.0
BENF,17.0,Beneficient,0.04553272
BENFW,12.5,Beneficient,0.0
BETR,0.0,Better Home & Finance Holding Company,0.678229056
BETRW,12.5,Better Home & Finance Holding Company,0.0
BFC,16.5,Bank First Corporation,1.580905344
BFRG,0.0,"Bullfrog AI Holdings, Inc.",0.018341956
BFRGW,12.5,"Bullfrog AI Holdings, Inc.",0.0
BFRI,29.5,Biofrontera Inc.,0.012813156
BFRIW,12.5,Biofrontera Inc.,0.0
BFST,41.5,"Business First Bancshares, Inc.",0.948603008
BGC,0.0,"BGC Group, Inc.",5.601034752
BGIN,12.5,Bgin Blockchain Limited,0.353549824
BGL,12.5,Blue Gold Limited,0.043158116
BGLC,42.0,BioNexus Gene Lab Corp.,0.005318332
BGLWW,12.5,Blue Gold Limited,0.0
BGM,25.0,BGM Group Ltd.,0.064801348
BGMS,25.0,"Bio Green Med Solution, Inc.",0.005795428
BGRN,0.0,iShares USD Green Bond ETF,0.0
BGRO,0.0,iShares Large Cap Growth Active ETF,0.0
BHAV,0.0,BHAV Acquisition Corp Class A Ordinary Shares,0.143298656
BHAVR,0.0,BHAV Acquisition Corp Rights,0.0
BHAVU,12.5,BHAV Acquisition Corp,0.0
BHDG,0.0,Nicholas Bitcoin Tail ETF,0.0
BHF,29.5,"Brighthouse Financial, Inc.",3.573974528
BHFAL,12.5,"Brighthouse Financial, Inc.",3.50954624
BHFAM,12.5,"Brighthouse Financial, Inc.",0.0
BHFAN,12.5,"Brighthouse Financial, Inc.",0.0
BHFAO,12.5,"Brighthouse Financial, Inc.",0.0
BHFAP,29.5,"Brighthouse Financial, Inc.",2.685911296
BHRB,41.5,Burke & Herbert Financial Services Corp.,0.996324288
BHST,0.0,BioHarvest Sciences Inc. Common Stock,0.098605112
BIAF,12.5,"bioAffinity Technologies, Inc.",0.012866307
BIAFW,25.0,"bioAffinity Technologies, Inc.",0.0
BIB,0.0,ProShares Ultra Nasdaq Biotechnology,0.0
BIDG,0.0,Leverage Shares 2X Long BIDU Daily ETF,0.0
BIDU,58.5,"Baidu, Inc.",42.916069376
BIIB,25.0,Biogen Inc.,26.027626496
BILI,62.5,Bilibili Inc.,10.478084096
BIOA,12.5,"BioAge Labs, Inc.",0.820581632
BIOX,29.5,Bioceres Crop Solutions Corp.,0.037925784
BIRD,17.0,"Allbirds, Inc.",0.09404784
BIS,0.0,ProShares UltraShort Nasdaq Biotechnology,0.0
BITS,0.0,Global X Blockchain & Bitcoin Strategy ETF,0.0
BIVI,25.0,BioVie Inc.,0.011763545
BIVIW,25.0,BioVie Inc.,0.0
BIXI,12.5,Bitcoin Infrastructure Acquisition Corp Ltd.,0.30254048
BIXIU,12.5,Bitcoin Infrastructure Acquisition Corp Ltd.,0.0
BIXIW,12.5,Bitcoin Infrastructure Acquisition Corp Ltd.,0.0
BIYA,42.0,Baiya International Group Inc.,0.001627519
BJDX,25.0,"Bluejay Diagnostics, Inc.",0.00206943
BJRI,17.0,"BJ's Restaurants, Inc.",0.83071776
BKCH,0.0,Global X Blockchain ETF,0.0
BKHA,12.5,Black Hawk Acquisition Corporation,0.048264564
BKHAR,12.5,Black Hawk Acquisition Corporation,0.001863138
BKHAU,12.5,Black Hawk Acquisition Corporation,0.0
BKMI,0.0,BNY Mellon Municipal Intermediate ETF,0.0
BKMS,0.0,BNY Mellon Municipal Short Duration ETF,0.0
BKNG,58.0,Booking Holdings Inc.,152.039981056
BKR,12.5,Baker Hughes Company,59.287252992
BKYI,42.0,"BIO-key International, Inc.",0.006837429
BL,0.0,"BlackLine, Inc.",1.876785792
BLBD,42.0,Blue Bird Corporation,2.118002304
BLCN,0.0,Siren Nasdaq NexGen Economy ETF,0.0
BLCR,0.0,iShares Large Cap Core Active ETF,0.0
BLDP,12.5,Ballard Power Systems Inc.,0.890703872
BLFS,12.5,"BioLife Solutions, Inc.",1.038449984
BLIN,42.0,"Bridgeline Digital, Inc.",0.011189953
BLIV,12.5,BeLive Holdings,0.027162004
BLKB,29.0,"Blackbaud, Inc.",1.854052736
BLLN,12.5,"BillionToOne, Inc.",3.651064576
BLMN,17.0,"Bloomin' Brands, Inc.",0.573670208
BLNE,25.0,"Beeline Holdings, Inc.",0.072940736
BLNK,29.5,Blink Charging Co.,0.099600096
BLRK,12.5,Bluerock Acquisition Corp.,0.22793
BLRKU,12.5,Bluerock Acquisition Corp.,0.0
BLRKW,12.5,Bluerock Acquisition Corp.,0.0
BLRX,25.0,BioLineRx Ltd.,0.011023557
BLSG,0.0,Leverage Shares 2X Long BLSH Daily ETF,0.0
BLTE,12.5,"Belite Bio, Inc",6.612260864
BLUW,12.5,Blue Water Acquisition Corp. III,0.331318528
BLUWU,12.5,Blue Water Acquisition Corp. III,0.0
BLUWW,12.5,Blue Water Acquisition Corp. III,0.0
BLZE,0.0,"Backblaze, Inc.",0.24641
BLZR,12.5,Trailblazer Acquisition Corp.,0.34584688
BLZRU,12.5,Trailblazer Acquisition Corp.,0.0
BLZRW,12.5,Trailblazer Acquisition Corp.,0.0
BMBL,29.5,Bumble Inc.,0.749868416
BMEA,12.5,"Biomea Fusion, Inc.",0.15978176
BMGL,17.0,Basel Medical Group Ltd,0.010726663
BMHL,71.0,Bluemount Holdings Limited,0.091362128
BMM,12.5,Blue Moon Metals Inc.,0.632267072
BMNG,0.0,Leverage Shares 2X Long BMNR Daily ETF,0.0
BMOP,0.0,BNY Mellon Municipal Opportunities ETF,0.0
BMR,0.0,Beamr Imaging Ltd.,0.028419636
BMRA,12.5,"Biomerica, Inc.",0.006736789
BMRC,12.5,Bank of Marin Bancorp,0.42590048
BMRN,29.0,BioMarin Pharmaceutical Inc.,10.508548096
BNAI,0.0,"Brand Engagement Network, Inc.",0.222664544
BNAIW,12.5,"Brand Engagement Network, Inc.",0.0
BNBX,25.0,BNB Plus Corp.,0.003338139
BNC,25.0,CEA Industries Inc.,0.120732456
BNCWW,25.0,CEA Industries Inc.,0.0
BNCWZ,12.5,CEA Industries Inc.,0.0
BND,0.0,Vanguard Total Bond Market Index Fund,0.0
BNDP,0.0,Vanguard Core-Plus Bond Index ETF,0.0
BNDW,0.0,Vanguard Total World Bond ETF,0.0
BNDX,0.0,Vanguard Total International Bond Index Fund,0.0
BNGO,42.0,"Bionano Genomics, Inc.",0.01430868
BNKK,25.0,"Bonk, Inc.",0.02263154
BNR,29.5,Burning Rock Biotech Limited,0.222545536
BNRG,12.5,Brenmiller Energy Ltd,0.001793821
BNTC,12.5,Benitec Biopharma Inc.,0.482309088
BNTX,41.5,BioNTech SE,26.026846208
BNZI,29.5,"Banzai International, Inc.",0.011779913
BNZIW,12.5,"Banzai International, Inc.",0.0
BODI,17.0,"The Beachbody Company, Inc.",0.087736232
BOEG,0.0,Leverage Shares 2X Long BA Daily ETF,0.0
BOEU,0.0,Direxion Daily BA Bull 2X Shares,0.0
BOF,0.0,BranchOut Food Inc.,0.068099888
BOKF,41.5,BOK Financial Corporation,8.39231744
BOLD,25.0,"Boundless Bio, Inc.",0.03540346
BOLT,29.5,"Bolt Biotherapeutics, Inc.",0.009089012
BON,42.0,Bon Natural Life Limited,0.013221843
BOOM,58.5,DMC Global Inc.,0.10611704
BOSC,71.0,B.O.S. Better Online Solutions Ltd.,0.032499626
BOTJ,41.5,"Bank of the James Financial Group, Inc.",0.104996568
BOTT,0.0,Themes Humanoid Robotics ETF,0.0
BOTZ,0.0,Global X Robotics & Artificial Intelligence ETF,0.0
BOXL,29.5,Boxlight Corporation,0.004681997
BPAC,0.0,Blueport Acquisition Ltd,0.07443828
BPACR,12.5,Blueport Acquisition Ltd,0.0
BPACU,0.0,Blueport Acquisition Ltd,0.0
BPOP,29.0,"Popular, Inc.",9.56382208
BPOPM,0.0,Popular Capital Trust II PFD GTD 6.125%,0.0
BPRN,41.5,"Princeton Bancorp, Inc.",0.246695952
BPYPM,0.0,Brookfield Property Preferred L.P.,0.0
BPYPN,12.5,Brookfield Property Partners L.P.,0.0
BPYPO,12.5,Brookfield Property Partners L.P.,0.0
BPYPP,12.5,Brookfield Property Partners L.P.,10.758362112
BRAG,42.0,Bragg Gaming Group Inc.,0.053194508
BRAI,12.5,Braiin Limited,1.382165248
BRBI,29.5,BRBI BR Partners S.A.,0.408695776
BRCB,17.0,"Black Rock Coffee Bar, Inc.",0.269181024
BREM,0.0,iShares Emerging Markets Bond Active ETF,0.0
BRES,0.0,Burney U.S. Equity Select ETF,0.0
BRFH,0.0,"Barfresh Food Group, Inc.",0.043483104
BRHY,0.0,iShares High Yield Active ETF,0.0
BRID,58.5,Bridgford Foods Corporation,0.065807032
BRKR,0.0,Bruker Corporation,6.1954816
BRKRP,0.0,Bruker Corporation,0.0
BRKU,0.0,Direxion Daily BRKB Bull 2X Shares,0.0
BRLS,29.5,Borealis Foods Inc.,0.02017551
BRLSW,12.5,Borealis Foods Inc.,0.0
BRLT,29.5,"Brilliant Earth Group, Inc.",0.140536384
BRNS,25.0,Barinthus Biotherapeutics plc,0.024100846
BRNY,0.0,Burney U.S. Factor Rotation ETF,0.0
BRR,12.5,"ProCap Financial, Inc.",0.179245984
BRRR,0.0,CoinShares Bitcoin ETF,0.0
BRRWW,12.5,"ProCap Financial, Inc.",0.0
BRTR,0.0,iShares Total Return Active ETF,0.0
BRTX,12.5,"BioRestorative Therapies, Inc.",0.006718594
BRZE,12.5,"Braze, Inc.",2.570747648
BSAA,12.5,BEST SPAC I Acquisition Corp.,0.075992872
BSAAR,25.0,BEST SPAC I Acquisition Corp.,0.0
BSAAU,12.5,BEST SPAC I Acquisition Corp.,0.0
BSBK,12.5,Bogota Financial Corp.,0.11088236
BSCQ,0.0,Invesco BulletShares 2026 Corporate Bond ETF,0.0
BSCR,0.0,Invesco BulletShares 2027 Corporate Bond ETF,0.0
BSCS,0.0,Invesco BulletShares 2028 Corporate Bond ETF,0.0
BSCT,0.0,Invesco BulletShares 2029 Corporate Bond ETF,0.0
BSCU,0.0,Invesco BulletShares 2030 Corporate Bond ETF,0.0
BSCV,0.0,Invesco BulletShares 2031 Corporate Bond ETF,0.0
BSCW,0.0,Invesco Bulletshares 2032 Corporate Bond ETF,0.0
BSCX,0.0,Invesco Bulletshares 2033 Corporate Bond ETF,0.0
BSCY,0.0,Invesco BulletShares 2034 Corporate Bond ETF,0.0
BSCZ,0.0,Invesco Bulletshares 2035 Corporate Bond ETF,0.0
BSET,29.5,"Bassett Furniture Industries, Incorporated",0.125142208
BSJQ,0.0,Invesco BulletShares 2026 High Yield Corporate Bond ETF,0.0
BSJR,0.0,Invesco BulletShares 2027 High Yield Corporate Bond ETF,0.0
BSJS,0.0,Invesco BulletShares 2028 High Yield Corporate Bond ETF,0.0
BSJT,0.0,Invesco BulletShares 2029 High Yield Corporate Bond ETF,0.0
BSJU,0.0,Invesco Bulletshares 2030 High Yield Corporate Bond ETF,0.0
BSJV,0.0,Invesco BulletShares 2031 High Yield Corporate Bond ETF,0.0
BSJW,0.0,Invesco BulletShares 2032 High Yield Corporate Bond ETF,0.0
BSJX,0.0,Invesco Bulletshares 2033 High Yield Corporate Bond ETF,0.0
BSMQ,0.0,Invesco BulletShares (R) 2026 Municipal Bond ETF,0.0
BSMR,0.0,Invesco BulletShares (R) 2027 Municipal Bond ETF,0.0
BSMS,0.0,Invesco BulletShares (R) 2028 Municipal Bond ETF,0.0
BSMT,0.0,Invesco BulletShares 2029 Municipal Bond ETF,0.0
BSMU,0.0,Invesco BulletShares 2030 Municipal Bond ETF,0.0
BSMV,0.0,Invesco BulletShares 2031 Municipal Bond ETF,0.0
BSMW,0.0,Invesco Bulletshares 2032 Municipal Bond ETF,0.0
BSMY,0.0,Invesco Bulletshares 2034 Municipal Bond ETF,0.0
BSMZ,0.0,Invesco BulletShares 2035 Municipal Bond ETF,0.0
BSRR,41.5,Sierra Bancorp,0.490537952
BSSX,0.0,Invesco Bulletshares 2033 Municipal Bond ETF,0.0
BSVN,41.5,Bank7 Corp.,0.416566112
BSVO,0.0,EA Bridgeway Omni Small-Cap Value ETF,0.0
BSY,41.5,"Bentley Systems, Incorporated",10.637894656
BTAI,12.5,"BioXcel Therapeutics, Inc.",0.031135774
BTBD,17.0,"BT Brands, Inc.",0.013355754
BTBDW,12.5,"BT Brands, Inc.",0.0
BTBT,25.0,"Bit Digital, Inc.",0.515992
BTCS,12.5,BTCS Inc.,0.099550744
BTCT,42.0,BTC Digital Ltd.,0.012562407
BTDR,0.0,Bitdeer Technologies Group,3.132156416
BTF,0.0,CoinShares Bitcoin and Ether ETF,0.0
BTGD,0.0,STKd 100% Bitcoin & 100% Gold ETF,0.0
BTM,17.0,Bitcoin Depot Inc.,0.060147364
BTMD,29.5,biote Corp.,0.082734968
BTMWW,12.5,Bitcoin Depot Inc.,0.0
BTOC,29.5,Armlogi Holding Corp.,0.012465037
BTOG,12.5,Bit Origin Ltd,0.003832614
BTQ,0.0,BTQ Technologies Corp.,0.497414464
BTSG,46.0,"BrightSpring Health Services, Inc.",9.13103872
BTSGU,29.0,"BrightSpring Health Services, Inc.",0.0
BTTC,12.5,Black Titan Corporation,0.014791293
BU,0.0,Defiance Daily Target 2X Long B ETF,0.0
BUFC,0.0,AB Conservative Buffer ETF,0.0
BUFI,0.0,AB International Buffer ETF,0.0
BUFM,0.0,AB Moderate Buffer ETF,0.0
BUG,0.0,Global X Cybersecurity ETF,0.0
BULD,0.0,Pacer BlueStar Engineering the Future ETF,0.0
BULG,0.0,Leverage Shares 2X Long BULL Daily ETF,0.0
BULL,12.5,Webull Corporation,3.573498368
BULLW,25.0,Webull Corporation,0.0
BULX,0.0,GraniteShares 2x Long BULL Daily ETF,0.0
BUSE,41.5,First Busey Corporation,2.326416384
BUSEP,41.5,First Busey Corporation,0.0
BUUU,41.5,BUUU Group Limited,0.255824512
BVC,0.0,BitVentures Limited,1.795919872
BVFL,41.5,"BV Financial, Inc.",0.180927792
BVS,17.0,Bioventus Inc.,0.708711872
BWAY,41.5,BrainsWay Ltd.,0.632922176
BWB,58.0,"Bridgewater Bancshares, Inc.",0.533118656
BWBBP,41.5,"Bridgewater Bancshares, Inc.",0.0
BWEN,42.0,"Broadwind, Inc.",0.054765628
BWFG,41.5,"Bankwell Financial Group, Inc.",0.420376736
BWIN,0.0,"The Baldwin Insurance Group, Inc.",2.42189568
BWMN,17.0,Bowman Consulting Group Ltd.,0.544870016
BYAH,42.0,"Park Ha Biological Technology Co., Ltd.",0.003542576
BYFC,12.5,Broadway Financial Corporation,0.074433056
BYND,17.0,"Beyond Meat, Inc.",0.38132576
BYRN,29.5,Byrna Technologies Inc.,0.151086464
BYSI,12.5,BeyondSpring Inc.,0.071141616
BZ,70.5,BZ,0.0
BZAI,12.5,"Blaize Holdings, Inc.",0.30931616
BZAIW,29.5,"Blaize Holdings, Inc.",0.009249247
BZFD,29.5,"BuzzFeed, Inc.",0.03006958
BZFDW,12.5,"BuzzFeed, Inc.",0.0
BZUN,58.5,Baozun Inc.,0.182451408
CA,0.0,Xtrackers California Municipal Bond ETF,0.0
CAAS,87.5,"China Automotive Systems, Inc.",0.129130608
CABA,12.5,"Cabaletta Bio, Inc.",0.382949984
CABR,12.5,"Caring Brands, Inc.",0.017831682
CAC,41.5,Camden National Corporation,0.8691792
CACC,12.5,Credit Acceptance Corporation,5.8198016
CADL,0.0,"Candel Therapeutics, Inc.",0.466582912
CAEP,12.5,"Cantor Equity Partners III, Inc.",0.362376384
CAFG,0.0,Pacer US Small Cap Cash Cows Growth Leaders ETF,0.0
CAI,0.0,"Caris Life Sciences, Inc.",5.976564736
CAIQ,0.0,Calamos Nasdaq Autocallable Income ETF,0.0
CAKE,29.5,The Cheesecake Factory Incorporated,3.125167872
CALC,12.5,"CalciMedica, Inc.",0.009493581
CALI,0.0,iShares Short-Term California Muni Active ETF,0.0
CALM,42.0,"Cal-Maine Foods, Inc.",3.629046528
CAMP,12.5,CAMP,0.233117728
CAMT,0.0,Camtek Ltd.,8.368508928
CAN,42.0,Canaan Inc.,0.42791952
CANC,0.0,Tema Oncology ETF,0.0
CANQ,0.0,Calamos Nasdaq Equity & Income ETF,0.0
CAPN,12.5,Cayson Acquisition Corp,0.05801038
CAPNR,12.5,Cayson Acquisition Corp,0.0
CAPNU,12.5,Cayson Acquisition Corp,0.0
CAPR,29.0,"Capricor Therapeutics, Inc.",2.007051648
CAPS,29.5,Capstone Holding Corp.,0.004625007
CAQ,12.5,Cambridge Acquisition Corp.,0.231430688
CAQUU,12.5,Cambridge Acquisition Corp.,0.0
CAQUW,12.5,Cambridge Acquisition Corp.,0.0
CAR,46.0,"Avis Budget Group, Inc.",17.44544768
CARE,12.5,"Carter Bankshares, Inc.",0.537488
CARG,41.5,"CarGurus, Inc.",3.518405376
CARL,12.5,"Carlsmed, Inc.",0.293517248
CART,12.5,Maplebear Inc.,9.959057408
CARY,0.0,Angel Oak Income ETF,0.0
CARZ,0.0,First Trust S-Network Future Vehicles & Technology ETF,0.0
CASH,58.0,"Pathward Financial, Inc.",2.219380224
CASS,41.5,"Cass Information Systems, Inc.",0.629353792
CAST,12.5,"FreeCast, Inc.",0.14340968
CASY,41.5,"Casey's General Stores, Inc.",27.975153664
CATH,0.0,Global X S&P 500 Catholic Values ETF,0.0
CATY,41.5,Cathay General Bancorp,3.633233152
CBAT,42.0,"CBAK Energy Technology, Inc.",0.072716184
CBC,29.0,"Central Bancompany, Inc.",6.15150336
CBFV,41.5,"CB Financial Services, Inc.",0.176539072
CBIO,12.5,"Crescent Biopharma, Inc.",0.647907264
CBK,41.5,"Commercial Bancgroup, Inc.",0.401351008
CBLL,12.5,CBLL,0.797617664
CBNK,54.0,"Capital Bancorp, Inc.",0.534311712
CBRL,17.0,"Cracker Barrel Old Country Store, Inc.",0.67500096
CBSH,12.5,"Commerce Bancshares, Inc.",7.534370304
CBUS,0.0,"Cibus, Inc.",0.128496656
CCAP,29.0,"Crescent Capital BDC, Inc.",0.50204288
CCB,0.0,Coastal Financial Corporation,1.2688
CCBG,12.5,"Capital City Bank Group, Inc.",0.803240384
CCC,29.0,CCC Intelligent Solutions Holdings Inc.,3.424190976
CCCC,25.0,"C4 Therapeutics, Inc.",0.284928288
CCD,0.0,Calamos Dynamic Convertible and Income Fund,0.66534816
CCEC,12.5,Capital Clean Energy Carriers Corp.,1.211187584
CCEP,41.5,Coca-Cola Europacific Partners PLC,44.011716608
CCFE,0.0,Concourse Capital Focused Equity ETF,0.0
CCG,42.0,Cheche Group Inc.,0.060223044
CCGWW,25.0,Cheche Group Inc.,0.0
CCHH,17.0,CCH Holdings Ltd,0.012292
CCII,12.5,Cohen Circle Acquisition Corp. II,0.355953632
CCIIU,12.5,Cohen Circle Acquisition Corp. II,0.0
CCIIW,12.5,Cohen Circle Acquisition Corp. II,0.003541367
CCIX,12.5,Churchill Capital Corp IX,0.395588384
CCIXU,12.5,Churchill Capital Corp IX,0.0
CCIXW,12.5,Churchill Capital Corp IX,0.018502
CCLD,58.5,"CareCloud, Inc.",0.130453344
CCLDO,25.0,"CareCloud, Inc.",0.0
CCNE,41.5,CNB Financial Corporation,0.929064256
CCNEP,41.5,CNB Financial Corporation,0.0
CCNR,0.0,ALPS/CoreCommodity Natural Resources ETF,0.0
CCOI,29.5,"Cogent Communications Holdings, Inc.",1.183918848
CCRN,42.0,"Cross Country Healthcare, Inc.",0.318662784
CCSB,0.0,Carbon Collective Short Duration Green Bond ETF,0.0
CCSI,29.5,"Consensus Cloud Solutions, Inc.",0.523989248
CCSO,0.0,Carbon Collective Climate Solutions U.S. Equity ETF,0.0
CCTG,42.0,CCSC Technology International Holdings Limited,0.002265914
CCXI,12.5,Churchill Capital Corp XI,0.567582976
CCXIU,12.5,Churchill Capital Corp XI,0.0
CCXIW,12.5,Churchill Capital Corp XI,0.0
CD,12.5,Chaince Digital Holdings Inc.,0.442312608
CDC,0.0,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,0.0
CDIG,0.0,City Different Investments Global Equity ETF,0.0
CDIO,25.0,"Cardio Diagnostics Holdings, Inc.",0.005948532
CDIOW,25.0,"Cardio Diagnostics Holdings, Inc.",0.0
CDL,0.0,VictoryShares US Large Cap High Div Volatility Wtd ETF,0.0
CDLX,29.5,"Cardlytics, Inc.",0.055621416
CDNA,12.5,"CareDx, Inc.",1.101687168
CDNL,12.5,Cardinal Infrastructure Group Inc.,0.789729664
CDNS,37.5,"Cadence Design Systems, Inc.",85.872910336
CDRO,12.5,"Codere Online Luxembourg, S.A.",0.41090768
CDROW,25.0,"Codere Online Luxembourg, S.A.",0.0
CDT,12.5,CDT Equity Inc.,0.016810124
CDTG,42.0,CDT Environmental Technology Investment Holdings Limited,0.004870352
CDTTW,12.5,CDT Equity Inc.,0.0
CDW,29.5,CDW Corporation,17.279981568
CDXS,0.0,"Codexis, Inc.",0.235351616
CDZI,0.0,Cadiz Inc.,0.403773952
CDZIP,0.0,Cadiz Inc.,0.0
CECO,12.5,CECO Environmental Corp.,2.339327488
CEFA,0.0,Global X S&P Catholic Values Developed ex-U.S. ETF,0.0
CEG,12.5,Constellation Energy Corporation,107.315298304
